species,name,HSG,singleton,HSG name
67280,Streptomyces bobili,1883:22,False,Streptomyces:HSG22
67282,Streptomyces calvus,1883:22,False,Streptomyces:HSG22
67287,Streptomyces cinnabarinus,1883:54,True,Streptomyces:HSG54
67294,Streptomyces filamentosus,1883:3,False,Streptomyces:HSG3
67296,Streptomyces finlayi,1883:3,False,Streptomyces:HSG3
67304,Streptomyces griseorubiginosus,1883:53,True,Streptomyces:HSG53
67305,Streptomyces hawaiiensis,1883:22,False,Streptomyces:HSG22
67308,Streptomyces janthinus,1883:22,False,Streptomyces:HSG22
67326,Streptomyces melanogenes,1883:3,False,Streptomyces:HSG3
67345,Streptomyces prasinus,1883:46,False,Streptomyces:HSG46
67350,Streptomyces pseudovenezuelae,1883:22,False,Streptomyces:HSG22
67351,Streptomyces californicus,1883:3,False,Streptomyces:HSG3
67367,Streptomyces tanashiensis,1883:10,False,Streptomyces:HSG10
67384,Streptomyces xanthochromogenes,1883:3,False,Streptomyces:HSG3
67385,Streptomyces xanthophaeus,1883:3,False,Streptomyces:HSG3
67581,Streptomyces viridosporus,1883:47,True,Streptomyces:HSG47
68043,Streptomyces libani,1883:1,False,Streptomyces:HSG1
68174,Streptomyces anthocyanicus,1883:22,False,Streptomyces:HSG22
68175,Streptomyces antimycoticus,1883:5,False,Streptomyces:HSG5
68179,Streptomyces bacillaris,1883:3,False,Streptomyces:HSG3
68188,Streptomyces clavifer,1883:3,False,Streptomyces:HSG3
68192,Streptomyces cyaneogriseus,1883:42,False,Streptomyces:HSG42
68200,Streptomyces flavofungini,1883:20,False,Streptomyces:HSG20
68203,Streptomyces fungicidicus,1883:22,False,Streptomyces:HSG22
68209,Streptomyces globosus,1883:10,False,Streptomyces:HSG10
68212,Streptomyces graminofaciens,1883:44,True,Streptomyces:HSG44
68214,Streptomyces griseochromogenes,1883:22,False,Streptomyces:HSG22
68219,Streptomyces iakyrus,1883:22,False,Streptomyces:HSG22
68231,Streptomyces longwoodensis,1883:22,False,Streptomyces:HSG22
68233,Streptomyces luteogriseus,1883:22,False,Streptomyces:HSG22
68239,Streptomyces mirabilis,1883:9,False,Streptomyces:HSG9
68246,Streptomyces olivoreticuli,1883:4,False,Streptomyces:HSG4
68249,Streptomyces pactum,1883:22,False,Streptomyces:HSG22
68270,Streptomyces spectabilis,1883:40,True,Streptomyces:HSG40
68274,Streptomyces tauricus,1883:6,False,Streptomyces:HSG6
68278,Streptomyces tuirus,1883:22,False,Streptomyces:HSG22
68280,Streptomyces violaceusniger,1883:5,False,Streptomyces:HSG5
68286,Streptomyces zaomyceticus,1883:10,False,Streptomyces:HSG10
73044,Streptomyces seoulensis,1883:32,True,Streptomyces:HSG32
75293,Streptomyces autolyticus,1883:5,False,Streptomyces:HSG5
80860,Streptomyces cyanogenus,1883:52,True,Streptomyces:HSG52
83656,Streptomyces tsukubensis,1883:8,False,Streptomyces:HSG8
92644,Streptomyces malaysiensis,1883:5,False,Streptomyces:HSG5
114686,Streptomyces phaeoluteigriseus,1883:22,False,Streptomyces:HSG22
114687,Streptomyces auratus,1883:1,False,Streptomyces:HSG1
116188,Streptomyces coeruleorubidus,1883:22,False,Streptomyces:HSG22
132473,Streptomyces alboniger,1883:22,False,Streptomyces:HSG22
146819,Streptomyces europaeiscabiei,1883:0,False,Streptomyces:HSG0
146922,Streptomyces griseofuscus,1883:14,False,Streptomyces:HSG14
146923,Streptomyces parvulus,1883:22,False,Streptomyces:HSG22
155177,Streptomyces yatensis,1883:5,False,Streptomyces:HSG5
156453,Streptomyces yunnanensis,1883:1,False,Streptomyces:HSG1
173860,Streptomyces rectiverticillatus,1883:4,False,Streptomyces:HSG4
188770,Streptomyces koyangensis,1883:22,False,Streptomyces:HSG22
193462,Streptomyces niveus,1883:26,True,Streptomyces:HSG26
202862,Streptomyces drozdowiczii,1883:3,False,Streptomyces:HSG3
235987,Streptomyces jietaisiensis,1883:35,True,Streptomyces:HSG35
249567,Streptomyces decoyicus,1883:1,False,Streptomyces:HSG1
249586,Streptomyces asoensis,1883:22,False,Streptomyces:HSG22
284035,Streptomyces lienomycini,1883:22,False,Streptomyces:HSG22
285473,Streptomyces rubrolavendulae,1883:13,False,Streptomyces:HSG13
285557,Streptomyces caniferus,1883:1,False,Streptomyces:HSG1
285562,Streptomyces coelicoflavus,1883:22,False,Streptomyces:HSG22
285574,Streptomyces erythrochromogenes,1883:10,False,Streptomyces:HSG10
285578,Streptomyces angustmyceticus,1883:1,False,Streptomyces:HSG1
319947,Streptomyces durmitorensis,1883:9,False,Streptomyces:HSG9
362257,Streptomyces vietnamensis,1883:10,False,Streptomyces:HSG10
379067,Streptomyces bingchenggensis,1883:25,False,Streptomyces:HSG25
408015,Streptomyces xiamenensis,1883:51,True,Streptomyces:HSG51
424188,Streptomyces deccanensis,1883:0,False,Streptomyces:HSG0
452529,Streptomyces scopuliridis,1883:3,False,Streptomyces:HSG3
476552,Streptomyces milbemycinicus,1883:25,False,Streptomyces:HSG25
553510,Streptomyces gilvosporeus,1883:1,False,Streptomyces:HSG1
887462,Streptomyces brevispora,1883:3,False,Streptomyces:HSG3
887464,Streptomyces laculatispora,1883:3,False,Streptomyces:HSG3
1038928,Streptomyces xinghaiensis,1883:21,True,Streptomyces:HSG21
1048205,Streptomyces uncialis,1883:31,True,Streptomyces:HSG31
1077946,Streptomyces hundungensis,1883:3,False,Streptomyces:HSG3
1169025,Streptomyces pratensis,1883:3,False,Streptomyces:HSG3
1176198,Streptomyces harbinensis,1883:34,True,Streptomyces:HSG34
1226757,Streptomyces rapamycinicus,1883:5,False,Streptomyces:HSG5
1355015,Streptomyces pluripotens,1883:12,False,Streptomyces:HSG12
1413221,Streptomyces ferrugineus,1883:38,True,Streptomyces:HSG38
1437453,Streptomyces leeuwenhoekii,1883:42,False,Streptomyces:HSG42
1442032,Streptomyces dangxiongensis,1883:50,True,Streptomyces:HSG50
1464011,[Kitasatospora] papulosa,1883:3,False,Streptomyces:HSG3
1535768,Streptomyces lunaelactis,1883:3,False,Streptomyces:HSG3
1546107,Streptomyces lydicamycinicus,1883:1,False,Streptomyces:HSG1
1616117,Streptomyces formicae,1883:3,False,Streptomyces:HSG3
1642299,Streptomyces alfalfae,1883:36,True,Streptomyces:HSG36
1648182,Streptomyces yangpuensis,1883:10,False,Streptomyces:HSG10
1690221,Streptomyces spongiicola,1883:23,False,Streptomyces:HSG23
1783515,Streptomyces qaidamensis,1883:22,False,Streptomyces:HSG22
1827580,Streptomyces nigra,1883:22,False,Streptomyces:HSG22
1854574,Streptomyces huasconensis,1883:30,True,Streptomyces:HSG30
1904616,Streptomyces fodineus,1883:11,False,Streptomyces:HSG11
1929477,Streptomyces solisilvae,1883:5,False,Streptomyces:HSG5
1977088,Streptomyces ficellus,1883:2,False,Streptomyces:HSG2
2049881,Streptomyces dengpaensis,1883:45,True,Streptomyces:HSG45
2174846,Streptomyces tirandamycinicus,1883:23,False,Streptomyces:HSG23
2184053,Streptomyces cadmiisoli,1883:22,False,Streptomyces:HSG22
2282738,Streptomyces paludis,1883:3,False,Streptomyces:HSG3
2293571,Streptomyces inhibens,1883:1,False,Streptomyces:HSG1
2496836,Streptomyces cyaneochromogenes,1883:22,False,Streptomyces:HSG22
2508722,Streptomyces roseicoloratus,1883:10,False,Streptomyces:HSG10
2548456,Streptomyces aquilus,1883:22,False,Streptomyces:HSG22
2599401,Streptomyces qinzhouensis,1883:8,False,Streptomyces:HSG8
2653200,Streptomyces phaeolivaceus,1883:0,False,Streptomyces:HSG0
2662397,Streptomyces fagopyri,1883:9,False,Streptomyces:HSG9
2686304,Streptomyces broussonetiae,1883:11,False,Streptomyces:HSG11
2710756,Streptomyces bathyalis,1883:41,True,Streptomyces:HSG41
2717324,Streptomyces liangshanensis,1883:15,True,Streptomyces:HSG15
2726118,Streptomyces argyrophyllae,1883:22,False,Streptomyces:HSG22
2746961,Streptomyces caniscabiei,1883:0,False,Streptomyces:HSG0
2763006,Streptomyces buecherae,1883:4,False,Streptomyces:HSG4
2768066,Streptomyces roseirectus,1883:19,True,Streptomyces:HSG19
2768068,Streptomyces genisteinicus,1883:4,False,Streptomyces:HSG4
2768069,Streptomyces xanthii,1883:48,True,Streptomyces:HSG48
2797636,Streptomyces liliifuscus,1883:7,False,Streptomyces:HSG7
2811104,Streptomyces durocortorensis,1883:3,False,Streptomyces:HSG3
2838015,Streptomyces koelreuteriae,1883:22,False,Streptomyces:HSG22
2865673,Streptomyces akebiae,1883:0,False,Streptomyces:HSG0
2867410,Streptomyces profundus,1883:49,True,Streptomyces:HSG49
2875706,Streptomyces gobiensis,1883:37,True,Streptomyces:HSG37
2878388,Streptomyces marincola,1883:17,True,Streptomyces:HSG17
2879846,Streptomyces halobius,1883:1,False,Streptomyces:HSG1
2880933,Streptomyces longhuiensis,1883:9,False,Streptomyces:HSG9
2906474,Streptomyces spinosirectus,1883:16,True,Streptomyces:HSG16
2923272,Streptomyces tubbatahanensis,1883:29,True,Streptomyces:HSG29
2964669,Streptomyces changanensis,1883:2,False,Streptomyces:HSG2
2981134,Streptomyces cynarae,1883:18,True,Streptomyces:HSG18
2991496,Streptomyces endophytica,1883:1,False,Streptomyces:HSG1
3004093,Streptomyces camelliae,1883:11,False,Streptomyces:HSG11
3026192,Streptomyces luomodiensis,1883:5,False,Streptomyces:HSG5
3031124,Streptomyces cathayae,1883:28,True,Streptomyces:HSG28
3051092,Streptomyces vilmorinianum,1883:10,False,Streptomyces:HSG10
40223,Methylophaga thalassica,40222:2,True,Methylophaga:HSG2
45495,Methylophaga marina,40222:3,True,Methylophaga:HSG3
754476,Methylophaga nitratireducenticrescens,40222:4,True,Methylophaga:HSG4
754477,Methylophaga frappieri,40222:1,True,Methylophaga:HSG1
2881052,Methylophaga pinxianii,40222:0,True,Methylophaga:HSG0
28264,Arcanobacterium haemolyticum,28263:5,True,Arcanobacterium:HSG5
999183,Arcanobacterium canis,28263:2,True,Arcanobacterium:HSG2
1302235,Arcanobacterium phocisimile,28263:3,True,Arcanobacterium:HSG3
1503041,Arcanobacterium pinnipediorum,28263:4,True,Arcanobacterium:HSG4
1803177,Arcanobacterium wilhelmae,28263:1,True,Arcanobacterium:HSG1
2722751,Arcanobacterium buesumense,28263:0,True,Arcanobacterium:HSG0
189381,Rossellomorea marisflavi,2837508:1,True,Rossellomorea:HSG1
189382,Rossellomorea aquimaris,2837508:0,False,Rossellomorea:HSG0
218284,Rossellomorea vietnamensis,2837508:0,False,Rossellomorea:HSG0
905,Acidaminococcus fermentans,904:1,True,Acidaminococcus:HSG1
187327,Acidaminococcus intestini,904:0,True,Acidaminococcus:HSG0
2497861,Billgrantia tianxiuensis,3137761:0,False,Billgrantia:HSG0
2733484,Billgrantia sulfidoxydans,3137761:0,False,Billgrantia:HSG0
37929,Glutamicibacter nicotianae,1742989:0,False,Glutamicibacter:HSG0
37930,Glutamicibacter protophormiae,1742989:2,True,Glutamicibacter:HSG2
162496,Glutamicibacter creatinolyticus,1742989:1,True,Glutamicibacter:HSG1
256701,Glutamicibacter arilaitensis,1742989:0,False,Glutamicibacter:HSG0
257984,Glutamicibacter mysorens,1742989:0,False,Glutamicibacter:HSG0
1775880,Glutamicibacter mishrai,1742989:0,False,Glutamicibacter:HSG0
1933880,Glutamicibacter halophytocola,1742989:0,False,Glutamicibacter:HSG0
36854,Desulfitobacterium dehalogenans,36853:3,True,Desulfitobacterium:HSG3
49338,Desulfitobacterium hafniense,36853:1,True,Desulfitobacterium:HSG1
142877,Desulfitobacterium metallireducens,36853:2,True,Desulfitobacterium:HSG2
233055,Desulfitobacterium dichloroeliminans,36853:0,True,Desulfitobacterium:HSG0
714,Aggregatibacter actinomycetemcomitans,416916:1,True,Aggregatibacter:HSG1
732,Aggregatibacter aphrophilus,416916:2,True,Aggregatibacter:HSG2
739,Aggregatibacter segnis,416916:0,True,Aggregatibacter:HSG0
101534,Candidatus Blochmanniella pennsylvanica,203804:0,False,Candidatus Blochmanniella:HSG0
108080,Candidatus Blochmanniella camponoti,203804:4,True,Candidatus Blochmanniella:HSG4
251535,Candidatus Blochmanniella vafra,203804:3,True,Candidatus Blochmanniella:HSG3
251538,Candidatus Blochmannia ocreatus,203804:2,True,Candidatus Blochmanniella:HSG2
251540,Candidatus Blochmannia vicinus,203804:1,True,Candidatus Blochmanniella:HSG1
251542,Candidatus Blochmanniella chromaiodes,203804:0,False,Candidatus Blochmanniella:HSG0
1017,Capnocytophaga gingivalis,1016:7,True,Capnocytophaga:HSG7
1018,Capnocytophaga ochracea,1016:6,True,Capnocytophaga:HSG6
1019,Capnocytophaga sputigena,1016:4,True,Capnocytophaga:HSG4
28188,Capnocytophaga canimorsus,1016:3,True,Capnocytophaga:HSG3
28189,Capnocytophaga cynodegmi,1016:0,False,Capnocytophaga:HSG0
45243,Capnocytophaga haemolytica,1016:5,True,Capnocytophaga:HSG5
327575,Capnocytophaga leadbetteri,1016:1,True,Capnocytophaga:HSG1
1848904,Capnocytophaga stomatis,1016:0,False,Capnocytophaga:HSG0
2708117,Capnocytophaga endodontalis,1016:2,True,Capnocytophaga:HSG2
2109914,Ottowia oryzae,219181:1,True,Ottowia:HSG1
2816950,Ottowia testudinis,219181:0,True,Ottowia:HSG0
69,Lysobacter enzymogenes,68:1,False,Lysobacter:HSG1
84531,Lysobacter antibioticus,68:0,False,Lysobacter:HSG0
262324,Lysobacter gummosus,68:0,False,Lysobacter:HSG0
435897,Lysobacter capsici,68:0,False,Lysobacter:HSG0
453783,Lysobacter soli,68:4,False,Lysobacter:HSG4
1003114,Lysobacter yananisis,68:1,False,Lysobacter:HSG1
1605891,Lysobacter maris,68:9,True,Lysobacter:HSG9
2591633,Lysobacter alkalisoli,68:8,True,Lysobacter:HSG8
2675059,Lysobacter helvus,68:10,False,Lysobacter:HSG10
2675101,Lysobacter caseinilyticus,68:10,False,Lysobacter:HSG10
2698682,Lysobacter oculi,68:7,True,Lysobacter:HSG7
2763317,Lysobacter solisilvae,68:6,True,Lysobacter:HSG6
2781022,Lysobacter ciconiae,68:2,False,Lysobacter:HSG2
2781023,Lysobacter avium,68:2,False,Lysobacter:HSG2
2795387,Lysobacter arenosi,68:11,True,Lysobacter:HSG11
2822368,Lysobacter luteus,68:5,True,Lysobacter:HSG5
2865112,Lysobacter terrestris,68:3,True,Lysobacter:HSG3
2992573,Lysobacter auxotrophicus,68:4,False,Lysobacter:HSG4
323450,Pontibacter actiniarum,323449:4,True,Pontibacter:HSG4
388950,Pontibacter akesuensis,323449:3,True,Pontibacter:HSG3
400092,Pontibacter korlensis,323449:5,True,Pontibacter:HSG5
2592049,Pontibacter kalidii,323449:1,True,Pontibacter:HSG1
2694929,Pontibacter russatus,323449:2,True,Pontibacter:HSG2
2694930,Pontibacter pudoricolor,323449:0,True,Pontibacter:HSG0
2674997,Tellurirhabdus rosea,2674996:1,True,Tellurirhabdus:HSG1
2907205,Tellurirhabdus bombi,2674996:0,True,Tellurirhabdus:HSG0
208226,Alkaliphilus metalliredigens,114627:1,True,Alkaliphilus:HSG1
461876,Alkaliphilus oremlandii,114627:0,True,Alkaliphilus:HSG0
1395951,Pararhizobium gei,1612611:1,True,Pararhizobium:HSG1
3031126,Pararhizobium qamdonense,1612611:0,True,Pararhizobium:HSG0
28232,Geobacter metallireducens,28231:3,True,Geobacter:HSG3
35554,Geobacter sulfurreducens,28231:2,True,Geobacter:HSG2
345632,Geobacter pickeringii,28231:1,True,Geobacter:HSG1
2815309,Geobacter benzoatilyticus,28231:0,True,Geobacter:HSG0
538382,Pelagerythrobacter marinus,2800685:1,True,Pelagerythrobacter:HSG1
543877,Pelagerythrobacter marensis,2800685:0,True,Pelagerythrobacter:HSG0
1618,Liquorilactobacillus mali,2767888:0,False,Liquorilactobacillus:HSG0
82688,Liquorilactobacillus nagelii,2767888:1,True,Liquorilactobacillus:HSG1
468911,Liquorilactobacillus hordei,2767888:0,False,Liquorilactobacillus:HSG0
1229727,Salipiger profundus,263377:1,True,Salipiger:HSG1
1250539,Salipiger abyssi,263377:0,True,Salipiger:HSG0
2483799,Georgenia faecalis,154116:2,True,Georgenia:HSG2
2585135,Georgenia wutianyii,154116:1,True,Georgenia:HSG1
2589797,Georgenia yuyongxinii,154116:0,True,Georgenia:HSG0
161493,Anaeromyxobacter dehalogenans,161492:2,True,Anaeromyxobacter:HSG2
2918170,Anaeromyxobacter oryzae,161492:1,True,Anaeromyxobacter:HSG1
2918171,Anaeromyxobacter paludicola,161492:0,True,Anaeromyxobacter:HSG0
28135,Segatella oris,2974251:2,True,Segatella:HSG2
77095,Segatella bryantii,2974251:0,False,Segatella:HSG0
165179,Segatella copri,2974251:3,True,Segatella:HSG3
305719,Segatella baroniae,2974251:0,False,Segatella:HSG0
2518605,Segatella hominis,2974251:1,True,Segatella:HSG1
1741,Thermodesulfobacterium commune,1740:1,True,Thermodesulfobacterium:HSG1
1295609,Thermodesulfobacterium geofontis,1740:0,True,Thermodesulfobacterium:HSG0
81479,Rhodoferax antarcticus,28065:4,True,Rhodoferax:HSG4
192843,Rhodoferax ferrireducens,28065:7,True,Rhodoferax:HSG7
1484693,Rhodoferax saidenbachensis,28065:6,True,Rhodoferax:HSG6
1842727,Rhodoferax koreense,28065:3,True,Rhodoferax:HSG3
2509614,Rhodoferax sediminis,28065:5,True,Rhodoferax:HSG5
2527691,Rhodoferax aquaticus,28065:2,True,Rhodoferax:HSG2
2798804,Rhodoferax lithotrophicus,28065:1,True,Rhodoferax:HSG1
3068341,Rhodoferax mekongensis,28065:0,True,Rhodoferax:HSG0
29575,Taylorella equigenitalis,29574:1,True,Taylorella:HSG1
84590,Taylorella asinigenitalis,29574:0,True,Taylorella:HSG0
214856,Alistipes finegoldii,239759:8,True,Alistipes:HSG8
328813,Alistipes onderdonkii,239759:5,True,Alistipes:HSG5
328814,Alistipes shahii,239759:7,True,Alistipes:HSG7
626932,Alistipes indistinctus,239759:3,True,Alistipes:HSG3
1288121,Alistipes senegalensis,239759:6,True,Alistipes:HSG6
1470347,Alistipes ihumii,239759:4,True,Alistipes:HSG4
2364787,Alistipes megaguti,239759:1,True,Alistipes:HSG1
2585118,Alistipes communis,239759:2,True,Alistipes:HSG2
2585119,Alistipes dispar,239759:0,True,Alistipes:HSG0
470,Acinetobacter baumannii,469:30,True,Acinetobacter:HSG30
471,Acinetobacter calcoaceticus,469:1,False,Acinetobacter:HSG1
28090,Acinetobacter lwoffii,469:31,True,Acinetobacter:HSG31
29430,Acinetobacter haemolyticus,469:0,False,Acinetobacter:HSG0
40214,Acinetobacter johnsonii,469:0,False,Acinetobacter:HSG0
40215,Acinetobacter junii,469:27,True,Acinetobacter:HSG27
40216,Acinetobacter radioresistens,469:19,True,Acinetobacter:HSG19
48296,Acinetobacter pittii,469:1,False,Acinetobacter:HSG1
70346,Acinetobacter variabilis,469:23,True,Acinetobacter:HSG23
70348,Acinetobacter dispersus,469:20,True,Acinetobacter:HSG20
106648,Acinetobacter bereziniae,469:3,False,Acinetobacter:HSG3
106649,Acinetobacter guillouiae,469:3,False,Acinetobacter:HSG3
106654,Acinetobacter nosocomialis,469:1,False,Acinetobacter:HSG1
108980,Acinetobacter ursingii,469:15,True,Acinetobacter:HSG15
108981,Acinetobacter schindleri,469:9,True,Acinetobacter:HSG9
202950,Acinetobacter baylyi,469:22,True,Acinetobacter:HSG22
202951,Acinetobacter bouvetii,469:0,False,Acinetobacter:HSG0
202956,Acinetobacter towneri,469:21,True,Acinetobacter:HSG21
280145,Acinetobacter colistiniresistens,469:26,True,Acinetobacter:HSG26
487316,Acinetobacter soli,469:16,True,Acinetobacter:HSG16
756892,Acinetobacter indicus,469:10,True,Acinetobacter:HSG10
1148157,Acinetobacter oleivorans,469:1,False,Acinetobacter:HSG1
1324350,Acinetobacter equi,469:18,True,Acinetobacter:HSG18
1530123,Acinetobacter seifertii,469:1,False,Acinetobacter:HSG1
1776741,Acinetobacter proteolyticus,469:17,True,Acinetobacter:HSG17
1776742,Acinetobacter vivianii,469:25,True,Acinetobacter:HSG25
1785128,Acinetobacter lactucae,469:1,False,Acinetobacter:HSG1
1789224,Acinetobacter larvae,469:8,True,Acinetobacter:HSG8
1839785,Acinetobacter portensis,469:12,True,Acinetobacter:HSG12
1871111,Acinetobacter defluvii,469:7,True,Acinetobacter:HSG7
1879050,Acinetobacter wuhouensis,469:24,True,Acinetobacter:HSG24
2004650,Acinetobacter chinensis,469:29,True,Acinetobacter:HSG29
2006115,Acinetobacter piscicola,469:28,True,Acinetobacter:HSG28
2053287,Acinetobacter pseudolwoffii,469:4,True,Acinetobacter:HSG4
2136182,Acinetobacter cumulans,469:11,True,Acinetobacter:HSG11
2609668,Acinetobacter suaedae,469:13,True,Acinetobacter:HSG13
2662362,Acinetobacter wanghuae,469:14,True,Acinetobacter:HSG14
2715163,Acinetobacter lanii,469:5,True,Acinetobacter:HSG5
2715164,Acinetobacter shaoyimingii,469:6,True,Acinetobacter:HSG6
2943497,Acinetobacter tibetensis,469:2,True,Acinetobacter:HSG2
511,Alcaligenes faecalis,507:0,False,Alcaligenes:HSG0
323284,Alcaligenes aquatilis,507:0,False,Alcaligenes:HSG0
2582914,Alcaligenes ammonioxydans,507:0,False,Alcaligenes:HSG0
779,Ehrlichia ruminantium,943:3,True,Ehrlichia:HSG3
944,Ehrlichia canis,943:2,True,Ehrlichia:HSG2
945,Ehrlichia chaffeensis,943:4,True,Ehrlichia:HSG4
35795,Ehrlichia muris,943:1,True,Ehrlichia:HSG1
391036,Ehrlichia japonica,943:0,True,Ehrlichia:HSG0
47421,Hydrogenophaga pseudoflava,47420:3,True,Hydrogenophaga:HSG3
65656,Hydrogenophaga taeniospiralis,47420:2,True,Hydrogenophaga:HSG2
1763535,Hydrogenophaga crassostreae,47420:1,True,Hydrogenophaga:HSG1
2716225,Hydrogenophaga crocea,47420:0,True,Hydrogenophaga:HSG0
105841,Anaerostipes caccae,207244:2,True,Anaerostipes:HSG2
649756,Anaerostipes hadrus,207244:1,True,Anaerostipes:HSG1
1229621,Anaerostipes rhamnosivorans,207244:0,True,Anaerostipes:HSG0
549,Pantoea agglomerans,53335:0,False,Pantoea:HSG0
553,Pantoea ananatis,53335:0,False,Pantoea:HSG0
59814,Pantoea dispersa,53335:1,False,Pantoea:HSG1
66269,Pantoea stewartii,53335:7,True,Pantoea:HSG7
470931,Pantoea anthophila,53335:0,False,Pantoea:HSG0
470932,Pantoea deleyi,53335:0,False,Pantoea:HSG0
470933,Pantoea eucalypti,53335:0,False,Pantoea:HSG0
470934,Pantoea vagans,53335:0,False,Pantoea:HSG0
472693,Pantoea eucrina,53335:6,True,Pantoea:HSG6
1076550,Pantoea rwandensis,53335:3,True,Pantoea:HSG3
1235990,Candidatus Pantoea carbekii,53335:4,True,Pantoea:HSG4
1891675,Pantoea alhagi,53335:5,True,Pantoea:HSG5
2364647,Pantoea piersonii,53335:2,True,Pantoea:HSG2
3074822,Pantoea alfalfae,53335:0,False,Pantoea:HSG0
3098669,Candidatus Pantoea soli,53335:1,False,Pantoea:HSG1
1515,Acetivibrio thermocellus,35829:2,True,Acetivibrio:HSG2
288965,Acetivibrio clariflavus,35829:1,True,Acetivibrio:HSG1
1677857,Acetivibrio saccincola,35829:0,True,Acetivibrio:HSG0
60035,Citrifermentans bremense,2883512:0,False,Citrifermentans:HSG0
225194,Citrifermentans bemidjiense,2883512:0,False,Citrifermentans:HSG0
95641,Methylotuvimicrobium buryatense,2822410:1,True,Methylotuvimicrobium:HSG1
271065,Methylotuvimicrobium alcaliphilum,2822410:0,True,Methylotuvimicrobium:HSG0
122,Gimesia maris,1649453:1,True,Gimesia:HSG1
2527978,Gimesia panareensis,1649453:2,True,Gimesia:HSG2
2608982,Gimesia benthica,1649453:0,True,Gimesia:HSG0
394733,Parasphingorhabdus litoris,2709685:2,True,Parasphingorhabdus:HSG2
2725558,Parasphingorhabdus halotolerans,2709685:1,True,Parasphingorhabdus:HSG1
2806553,Parasphingorhabdus cellanae,2709685:0,True,Parasphingorhabdus:HSG0
2035,Curtobacterium flaccumfaciens,2034:0,False,Curtobacterium:HSG0
2036,Curtobacterium citreum,2034:0,False,Curtobacterium:HSG0
159612,Curtobacterium poinsettiae,2034:0,False,Curtobacterium:HSG0
277,Meiothermus ruber,65551:0,False,Meiothermus:HSG0
172827,Meiothermus taiwanensis,65551:0,False,Meiothermus:HSG0
1737446,Chitinibacter fontanus,230666:0,False,Chitinibacter:HSG0
2739434,Chitinibacter bivalviorum,230666:0,False,Chitinibacter:HSG0
1322,Blautia hansenii,572511:6,True,Blautia:HSG6
1532,Blautia coccoides,572511:0,False,Blautia:HSG0
33035,Blautia producta,572511:0,False,Blautia:HSG0
40520,Blautia obeum,572511:7,True,Blautia:HSG7
53443,Blautia hydrogenotrophica,572511:5,True,Blautia:HSG5
89014,Blautia luti,572511:10,True,Blautia:HSG10
418240,Blautia wexlerae,572511:2,True,Blautia:HSG2
1737424,Blautia massiliensis (ex Durand et al. 2017),572511:8,True,Blautia:HSG8
1796616,Blautia pseudococcoides,572511:3,True,Blautia:HSG3
1912897,Blautia argi,572511:9,True,Blautia:HSG9
2779518,Blautia liquoris,572511:4,True,Blautia:HSG4
2877527,Blautia parvula,572511:1,True,Blautia:HSG1
1196095,Gilliamella apicola,1193503:0,False,Gilliamella:HSG0
1970738,Gilliamella apis,1193503:0,False,Gilliamella:HSG0
2434,Roseobacter denitrificans,2433:2,True,Roseobacter:HSG2
42443,Roseobacter litoralis,2433:1,True,Roseobacter:HSG1
1891787,Roseobacter ponti,2433:0,True,Roseobacter:HSG0
708126,Jeotgalibaca dankookensis,1470540:2,True,Jeotgalibaca:HSG2
1868793,Jeotgalibaca porci,1470540:3,True,Jeotgalibaca:HSG3
1868794,Jeotgalibaca arthritidis,1470540:1,True,Jeotgalibaca:HSG1
2496265,Jeotgalibaca ciconiae,1470540:0,True,Jeotgalibaca:HSG0
1579,Lactobacillus acidophilus,1578:17,True,Lactobacillus:HSG17
1584,Lactobacillus delbrueckii,1578:11,True,Lactobacillus:HSG11
1587,Lactobacillus helveticus,1578:16,True,Lactobacillus:HSG16
1596,Lactobacillus gasseri,1578:0,False,Lactobacillus:HSG0
1600,Lactobacillus acetotolerans,1578:13,True,Lactobacillus:HSG13
1604,Lactobacillus amylovorus,1578:18,True,Lactobacillus:HSG18
33959,Lactobacillus johnsonii,1578:0,False,Lactobacillus:HSG0
47770,Lactobacillus crispatus,1578:12,True,Lactobacillus:HSG12
83683,Lactobacillus amylolyticus,1578:5,True,Lactobacillus:HSG5
109790,Lactobacillus jensenii,1578:9,True,Lactobacillus:HSG9
147802,Lactobacillus iners,1578:15,True,Lactobacillus:HSG15
151781,Lactobacillus intestinalis,1578:10,True,Lactobacillus:HSG10
227945,Lactobacillus ultunensis,1578:14,True,Lactobacillus:HSG14
267818,Lactobacillus kefiranofaciens,1578:6,True,Lactobacillus:HSG6
303541,Lactobacillus apis,1578:2,True,Lactobacillus:HSG2
508451,Lactobacillus taiwanensis,1578:0,False,Lactobacillus:HSG0
1218493,Lactobacillus kullabergensis,1578:7,True,Lactobacillus:HSG7
1218494,Lactobacillus helsingborgensis,1578:8,True,Lactobacillus:HSG8
2012495,Lactobacillus panisapium,1578:4,True,Lactobacillus:HSG4
2107999,Lactobacillus paragasseri,1578:0,False,Lactobacillus:HSG0
2269374,Lactobacillus terrae,1578:3,True,Lactobacillus:HSG3
2976676,Lactobacillus xylocopicola,1578:1,True,Lactobacillus:HSG1
2993455,Lactobacillus isalae,1578:0,False,Lactobacillus:HSG0
1472767,Lentibacillus amyloliquefaciens,175304:1,True,Lentibacillus:HSG1
2911514,Lentibacillus daqui,175304:0,True,Lentibacillus:HSG0
